title,certificate,duration,genre,rating,stars,votes
Charming,TV-Y7,85,"Animation, Adventure, Comedy",5.6,10,3566
Minnal Murali,TV-14,158,"Action, Adventure, Comedy",7.9,10,29324
Life's Too Short,TV-MA,30,Comedy,7.5,7,15741
Black Island,TV-MA,104,"Drama, Mystery, Thriller",5.2,10,2854
Transformers: War for Cybertron Trilogy,TV-Y7,30,"Animation, Action, Adventure",7.3,7,3660
Super Crooks,TV-MA,30,"Animation, Action, Adventure",7.1,7,2410
My Best Friend Anne Frank,TV-14,103,Drama,6.2,10,4276
Jeffrey Epstein: Filthy Rich,TV-MA,227,"Documentary, Crime",7.1,7,24527
"Love, Guaranteed",TV-PG,90,"Comedy, Romance",5.6,10,17543
Pacific Rim: The Black,TV-14,24,"Animation, Action, Adventure",7.0,7,5320
Operation Christmas Drop,TV-G,95,"Comedy, Family, Romance",5.8,10,11578
The Father Who Moves Mountains,TV-MA,108,"Drama, Thriller",5.5,10,3535
Blue Mountain State: The Rise of Thadland,R,90,"Comedy, Sport",5.7,10,15853
Deadman Wonderland,TV-MA,24,"Animation, Action, Drama",7.1,7,10728
Sniper: Assassin's End,R,95,"Action, Thriller",5.3,10,3207
Lunatics,TV-MA,35,Comedy,6.5,7,3224
Pom Poko,PG,119,"Animation, Comedy, Drama",7.3,10,30155
Aunty Donna's Big Ol' House of Fun,TV-MA,20,Comedy,7.9,7,6468
Anxious People,TV-MA,171,"Comedy, Crime, Drama",6.8,7,4086
Abyss,TV-14,60,"Crime, Fantasy, Romance",7.1,7,2446
Triple Threat,R,96,"Action, Thriller",5.6,10,11511
Ghost Wars,TV-14,60,"Drama, Fantasy, Horror",6.2,7,5019
Neumatt,TV-MA,45,Drama,6.9,7,693
Rust Valley Restorers,TV-14,38,Documentary,7.7,7,2958
Bleach,TV-14,108,"Action, Adventure, Fantasy",6.3,10,11766
Observe and Report,R,86,"Comedy, Crime, Drama",5.7,10,63494
Shaman King,TV-PG,23,"Animation, Action, Adventure",7.0,7,1839
Club de Cuervos,TV-MA,40,"Comedy, Drama",8.2,7,5646
The Girl on the Train,TV-MA,120,"Crime, Drama, Mystery",4.4,10,14592
The Fame Game,TV-MA,45,"Drama, Mystery, Thriller",6.7,7,21640
The Keepers,TV-MA,436,"Documentary, Crime, Mystery",8.1,7,22519
Queen,TV-MA,200,Drama,7.1,7,1240
Power Rangers Beast Morphers,TV-Y7,21,"Action, Adventure, Comedy",6.5,7,616
Damascus Cover,R,93,"Mystery, Thriller",5.3,10,3023
Dirty Lines,TV-MA,45,"Drama, History",7.4,7,2051
Cathedral of the Sea,TV-MA,55,"Drama, History",7.4,7,4567
Untitled Kanye West Documentary,TV-MA,90,"Documentary, Music",8.0,7,8984
Pee-wee's Big Holiday,TV-PG,90,"Comedy, Family",6.1,10,8125
Untold: Breaking Point,TV-MA,68,"Documentary, Sport",7.6,12,2865
The After Party,Not Rated,120,"Comedy, Music",5.7,10,4457
The Wasteland,TV-MA,92,"Drama, Horror, Mystery",4.6,10,4198
Berserk: The Golden Age Arc I - The Egg of the King,TV-MA,76,"Animation, Action, Adventure",7.5,10,12797
A Kidnapping Scandal: The Florence Cassez Affair,TV-MA,287,"Documentary, Crime",7.1,7,274
Trese,TV-MA,33,"Animation, Action, Adventure",7.0,7,3947
Animal Crackers,TV-Y7,105,"Animation, Adventure, Comedy",5.8,14,3501
Night in Paradise,TV-MA,131,"Action, Crime, Drama",6.7,10,6998
Don't Blame Karma!,TV-MA,85,"Comedy, Romance",4.6,10,598
After Porn Ends,Not Rated,94,Documentary,5.7,10,7923
Ghoul,TV-MA,45,"Drama, Fantasy, Horror",7.0,7,14055
The Dawn Wall,Not Rated,100,"Documentary, Biography, Sport",8.1,10,19774
I'm Not a Robot,TV-14,35,"Comedy, Romance, Sci-Fi",8.0,7,5472
King Cobra,Not Rated,91,"Crime, Drama",5.6,10,9115
What Keeps You Alive,R,98,"Horror, Thriller",5.7,10,8784
The Way of the Househusband,TV-14,16,"Animation, Action, Comedy",7.3,7,4437
Earthquake Bird,R,107,"Crime, Drama, Mystery",5.9,10,14672
The Perfumier,TV-MA,96,"Crime, Drama, Thriller",3.8,10,297
B*A*P*S,PG-13,91,Comedy,4.6,10,5488
Message from the King,R,102,"Action, Crime, Drama",6.4,10,16665
How to Plan an Orgy in a Small Town,TV-MA,101,"Comedy, Drama",5.4,10,3352
Racing Stripes,PG,102,"Adventure, Comedy, Drama",5.2,10,17338
After Porn Ends 2,TV-MA,90,Documentary,5.5,10,2654
Silver Skates,TV-MA,130,"Adventure, Drama, Family",7.1,10,6097
Zach Stone Is Gonna Be Famous,TV-14,21,Comedy,8.3,7,3825
Yasuke,TV-MA,30,"Animation, Action, Adventure",6.2,7,5308
Ocean Waves,PG-13,76,"Animation, Drama, Romance",6.6,10,17307
The Trials of Gabriel Fernandez,TV-MA,331,"Documentary, Crime",8.1,7,11687
Married to Medicine,TV-14,43,Reality-TV,5.5,7,403
The Returned,TV-14,42,"Drama, Fantasy, Horror",7.0,7,11908
Haters Back Off!,TV-14,30,"Comedy, Drama, Family",5.9,7,7335
Tower of God,TV-14,23,"Animation, Action, Adventure",7.7,7,5679
Balls Out,R,100,"Comedy, Sport",4.3,10,1482
Uncorked,TV-MA,104,Drama,6.4,10,5771
Berserk: The Golden Age Arc III - The Advent,Not Rated,110,"Animation, Action, Adventure",7.8,10,10365
Point Blank,TV-MA,86,"Action, Crime, Drama",5.7,10,14514
Det som göms i snö,TV-14,43,"Crime, Drama, Mystery",7.4,7,2938
My Secret Romance,TV-14,47,"Comedy, Romance",7.1,7,3549
The A List,TV-14,25,"Crime, Drama, Mystery",5.4,7,2968
Private Life,R,123,"Comedy, Drama",7.2,10,19832
Acrimony,R,120,"Horror, Romance, Thriller",5.8,10,8922
Mark Felt: The Man Who Brought Down the White House,PG-13,103,"Biography, Drama, History",6.4,10,13586
Like Father,TV-MA,98,"Comedy, Drama",6.1,10,21599
Other People,Unrated,97,"Comedy, Drama",6.8,10,11552
Fire with Fire,R,97,"Action, Thriller",5.6,10,26737
The Salisbury Poisonings,TV-14,58,"Drama, History, Thriller",7.2,7,6458
Slugterra,TV-Y7,22,"Animation, Action, Adventure",6.9,7,1707
Article 15,Not Rated,130,"Crime, Drama, Mystery",8.2,10,33653
Steins;Gate 0,TV-14,30,"Animation, Drama, Mystery",8.4,7,9123
In Good Hands,TV-MA,104,"Comedy, Drama, Romance",5.6,10,2910
Rosario + Vampire,TV-14,25,"Animation, Comedy, Fantasy",6.9,7,3205
Celeste & Jesse Forever,R,92,"Comedy, Drama, Romance",6.6,10,31753
The Last Bus,TV-Y7,35,"Adventure, Comedy, Drama",5.1,7,640
Champions,TV-14,30,Comedy,6.0,7,3940
Summertime,TV-MA,40,"Drama, Romance",6.1,7,2806
School Tales the Series,TV-MA,384,"Horror, Mystery",5.2,7,391
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,TV-14,24,"Animation, Action, Fantasy",7.4,7,1955
SPF-18,PG-13,75,"Drama, Romance, Sport",3.2,10,5270
Bad Vegan: Fame. Fraud. Fugitives.,TV-MA,209,"Documentary, Crime",5.9,7,6759
A Tale Dark & Grimm,TV-Y7,26,"Animation, Action, Adventure",7.3,7,1421
Sharknado 4: The 4th Awakens,TV-14,95,"Action, Adventure, Comedy",3.8,10,8319
Code Lyoko,TV-Y7,26,"Animation, Action, Adventure",7.3,7,5245
Contracted,Not Rated,84,"Drama, Horror, Thriller",5.3,10,15396
Unicorn Store,TV-PG,92,"Comedy, Drama, Fantasy",5.6,10,19572
Snowflake Mountain,TV-MA,40,Reality-TV,5.4,7,1364
Marfa Girl,Unrated,105,Drama,5.2,10,1695
The Beyond,TV-14,103,"Drama, Sci-Fi",4.9,10,6387
XX,R,80,Horror,4.6,18,11864
The Prince,R,93,"Action, Thriller",4.6,10,18577
When They Cry,TV-MA,24,"Animation, Drama, Horror",7.9,7,5731
Ghost Stories,TV-MA,144,"Horror, Thriller",4.4,16,5339
Riverdance: The Animated Adventure,TV-G,90,"Animation, Adventure, Comedy",5.5,12,1915
The Final Girl,TV-MA,80,Drama,3.5,10,307
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,TV-14,74,Comedy,7.1,10,2741
Hey Duggee,TV-Y,7,"Animation, Comedy, Family",8.9,7,1141
V/H/S Viral,R,81,"Horror, Thriller",4.2,20,17014
Stalked by My Doctor,TV-14,88,Thriller,5.4,10,1656
Fate/stay night [Unlimited Blade Works],TV-14,24,"Animation, Action, Adventure",8.0,7,7896
1983,TV-MA,60,"Crime, Drama, Thriller",6.7,7,4208
Clarence,TV-PG,23,"Animation, Short, Adventure",6.7,7,9819
An Inconvenient Truth,PG,96,"Documentary, News",7.4,10,83432
Finding Ola,TV-14,52,"Comedy, Drama",7.5,7,1677
The Defiant Ones,TV-MA,60,"Documentary, Biography, Crime",8.5,7,14696
The Life Ahead,PG-13,94,Drama,6.8,10,14298
Don't Kill Me,TV-MA,90,"Fantasy, Horror, Romance",4.3,10,1883
The Perfect Family,TV-MA,110,Comedy,5.3,10,2256
Jingle Jangle: A Christmas Journey,PG,122,"Family, Fantasy, Musical",6.4,10,18518
Sentinelle,TV-MA,80,"Action, Crime, Drama",4.7,10,7926
DreamWorks Dragons,TV-Y7,22,"Animation, Action, Adventure",7.9,7,11561
Scum's Wish,TV-MA,22,"Animation, Drama, Romance",6.8,7,1943
Joshua,R,106,"Drama, Horror, Thriller",5.8,10,12896
Owari no serafu,TV-14,24,"Animation, Action, Adventure",7.5,7,5496
Down a Dark Hall,PG-13,96,"Drama, Fantasy, Horror",5.0,10,14368
Lady Driver,PG,104,Sport,5.7,10,1597
Memories of a Murderer: The Nilsen Tapes,TV-MA,84,"Documentary, Biography, Crime",6.3,10,3549
The Innocents,TV-MA,60,"Drama, Horror, Mystery",6.2,7,5884
Roped,PG,91,"Comedy, Drama, Family",5.4,10,1489
3Below: Tales of Arcadia,TV-Y7-FV,24,"Animation, Action, Adventure",7.7,7,6264
Richie Rich,TV-G,22,Comedy,3.1,7,1101
Nothing to Hide,TV-MA,90,"Comedy, Drama",6.8,10,15405
Pretend It's a City,TV-14,203,"Documentary, Biography, Comedy",8.1,7,7460
Special Forces,R,109,"Action, Drama, War",6.3,10,18878
Tell Me Who I Am,TV-MA,86,"Documentary, Drama, Mystery",7.6,10,14794
Next Gen,TV-PG,106,"Animation, Action, Adventure",6.6,14,17664
The Angel,TV-MA,114,"Action, Biography, Drama",6.6,10,14291
From the Dark,Unrated,90,"Horror, Thriller",4.9,10,3328
Return to Space,TV-MA,128,Documentary,7.3,12,4527
The Stranger,Passed,95,"Crime, Drama, Film-Noir",7.3,10,26705
Frequency,TV-MA,42,"Drama, Fantasy, Mystery",7.4,7,13862
The Bletchley Circle: San Francisco,TV-14,45,"Crime, Drama, History",6.8,7,2583
Happy as Lazzaro,PG-13,128,"Drama, Fantasy, Mystery",7.5,10,18327
Baby Fever,TV-MA,30,"Comedy, Drama, Romance",6.5,7,712
Blown Away,TV-PG,23,Reality-TV,7.1,7,3350
American Factory,TV-14,110,Documentary,7.4,12,21972
Your Name Engraved Herein,Not Rated,118,"Drama, Romance",7.2,10,6194
A Babysitter's Guide to Monster Hunting,TV-PG,98,"Comedy, Family, Fantasy",5.4,10,4238
The Bling Ring,TV-MA,65,"Documentary, Crime, History",5.6,7,226
"Web of Make Believe: Death, Lies and the Internet",TV-MA,60,"Documentary, Crime",6.4,7,1705
Yeh Meri Family,TV-14,30,"Comedy, Drama, Family",9.1,7,23865
Blue Jay,Unrated,80,"Drama, Romance",7.2,10,17735
Meltdown: Three Mile Island,TV-14,172,"Documentary, History",6.8,7,3836
Acts of Violence,R,86,"Action, Crime, Thriller",5.3,10,12447
A Suitable Boy,TV-14,60,"Drama, Romance",6.0,7,5327
Mongol: The Rise of Genghis Khan,R,126,"Action, Biography, Drama",7.2,10,46974
A 2nd Chance,PG,90,"Adventure, Drama, Family",4.7,10,1051
Mirai,PG,98,"Animation, Adventure, Drama",7.0,10,15916
The Ruthless,TV-MA,111,"Crime, Drama",6.2,10,6331
ARQ,TV-MA,88,"Action, Sci-Fi, Thriller",6.3,10,39434
Raat Akeli Hai,TV-MA,149,"Crime, Drama, Mystery",7.2,10,18239
Vampires vs. the Bronx,PG-13,85,"Comedy, Horror",5.7,10,10046
Sonic X,TV-Y7,30,"Animation, Action, Adventure",6.2,7,4772
Jimmy Savile: A British Horror Story,TV-MA,170,"Documentary, Biography, Crime",6.7,7,7292
A United Kingdom,PG-13,111,"Biography, Drama, History",6.9,10,16239
I.T.,Not Rated,95,"Crime, Drama, Mystery",5.5,10,16145
The Duchess,TV-MA,30,"Comedy, Drama",6.7,7,5473
A California Christmas,PG-13,106,"Comedy, Drama, Romance",5.8,10,9930
Jarhead 2: Field of Fire,R,103,"Action, Drama, War",5.4,10,6110
Dolly Parton's Heartstrings,TV-14,62,"Comedy, Drama, Music",7.5,7,2213
The Warrior's Way,R,100,"Action, Fantasy, Western",6.2,10,26488
Wonder Park,PG,85,"Animation, Adventure, Comedy",5.8,10,12001
Video Game High School,TV-14,42,"Action, Romance, Sci-Fi",7.6,7,13375
Ghost in the Shell SAC_2045,TV-MA,25,"Animation, Action, Crime",6.3,7,2503
Mascots,TV-MA,89,Comedy,5.8,10,7499
Quien a hierro mata,TV-MA,107,"Drama, Thriller",6.6,10,7759
Gantz,TV-MA,22,"Animation, Action, Drama",7.2,7,7933
The Hater,TV-MA,135,"Drama, Thriller",7.1,10,15306
Tremors II: Aftershocks,PG-13,100,"Action, Comedy, Horror",5.9,10,30635
The Machine,R,91,"Action, Drama, Sci-Fi",6.0,10,31332
Voyeur,TV-MA,95,"Documentary, Crime",6.1,12,6266
Post Mortem: No One Dies in Skarnes,TV-MA,44,"Comedy, Drama, Thriller",7.1,7,3434
Doom of Love,TV-14,100,"Drama, Romance",4.9,10,1699
Requiem,TV-MA,60,"Drama, Fantasy, Mystery",6.4,7,6717
Hot Girls Wanted: Turned On,TV-MA,280,Documentary,6.6,7,2240
Trailer Park Boys: The Animated Series,TV-MA,25,"Animation, Comedy",7.5,7,3061
Zero Chill,TV-G,35,"Comedy, Drama, Family",5.7,7,1457
Errementari,TV-MA,98,"Adventure, Fantasy, Horror",6.4,10,11964
Wizards,TV-Y7-FV,233,"Animation, Action, Adventure",8.1,7,3797
The Mire,TV-MA,50,"Crime, Drama, Thriller",7.0,7,4460
Swedish Dicks,TV-MA,30,"Comedy, Crime",6.7,7,3383
JJ+E,TV-14,90,"Drama, Romance",5.3,10,1815
Ugly,Not Rated,128,"Crime, Drama, Mystery",8.0,10,22068
Four to Dinner,TV-MA,105,"Comedy, Romance",6.3,14,3248
Put Your Head on My Shoulder,TV-14,45,"Comedy, Romance",8.1,7,2289
Major Grom: Plague Doctor,TV-14,136,"Action, Crime",6.3,10,12216
Gnome Alone,PG,85,"Animation, Adventure, Comedy",5.6,10,3596
Sharknado 2: The Second One,TV-14,95,"Action, Adventure, Comedy",4.0,10,19381
I'm No Longer Here,TV-MA,112,Drama,7.3,10,8099
Stree,Not Rated,128,"Comedy, Horror",7.5,10,33919
Middle School: The Worst Years of My Life,PG,92,"Animation, Comedy, Family",6.0,10,9209
Zapped,TV-G,102,"Comedy, Family, Fantasy",5.0,10,5519
Bill Burr: Live at Red Rocks,TV-MA,82,"Documentary, Comedy",7.7,4,4847
Chosen,TV-MA,41,"Drama, Mystery, Sci-Fi",4.5,7,1324
Father of the Year,TV-14,94,Comedy,5.2,10,11676
Toc Toc,TV-MA,90,Comedy,6.8,10,19253
Wakfu,TV-Y7-FV,24,"Animation, Action, Adventure",8.1,7,1549
Mr. Roosevelt,R,90,Comedy,6.2,10,3437
Rape Zombie: Lust of the Dead,Not Rated,73,Horror,3.7,10,983
Elvis Presley: The Searcher,TV-PG,205,"Documentary, Biography, Music",7.7,10,2427
Hope Gap,PG-13,100,"Drama, Romance",6.7,10,5127
Sweet Virginia,R,93,"Action, Drama, Thriller",6.2,10,10866
Tear Along the Dotted Line,TV-14,20,"Animation, Comedy, Drama",8.6,7,8453
Dance of the 41,TV-MA,99,"Biography, Drama, History",6.8,10,4538
Edge of Fear,Not Rated,91,"Action, Crime, Thriller",4.5,10,3257
"My Teacher, My Obsession",TV-14,90,"Drama, Thriller",4.4,10,2407
Mixtape,TV-PG,93,"Comedy, Drama, Family",6.6,10,3525
Sextuplets,TV-14,97,Comedy,4.4,10,8687
An Affair to Die For,TV-MA,82,"Horror, Thriller",4.8,10,2129
Fever Dream,R,93,"Drama, Horror, Mystery",5.4,10,2006
My Daughter's Killer,TV-MA,83,"Documentary, Crime",6.8,10,1359
El Dragón: Return of a Warrior,TV-MA,45,"Action, Adventure, Drama",6.8,7,1894
David Attenborough: A Life on Our Planet,PG,83,"Documentary, Biography",8.9,10,32001
22 Bullets,Not Rated,117,"Action, Crime, Drama",6.6,10,34971
Red Dot,TV-MA,86,"Drama, Horror, Thriller",5.5,10,13476
The Chef Show,TV-14,30,Documentary,8.2,7,5174
Wheelman,TV-MA,82,"Action, Crime, Thriller",6.4,10,20704
Midnight Diner: Tokyo Stories,TV-14,24,Drama,8.4,7,4238
Ask the StoryBots,TV-Y,24,"Animation, Adventure, Comedy",8.4,7,904
The Hookup Plan,TV-MA,27,"Comedy, Romance",7.1,7,5465
Winchester '73,Passed,92,"Action, Drama, Western",7.6,10,20016
Mother's Love,TV-MA,110,Comedy,5.8,10,2919
Hoops,TV-MA,25,"Animation, Comedy, Sport",6.0,7,6367
The Boss Baby: Back in Business,TV-Y7,25,"Animation, Adventure, Comedy",6.4,7,3810
Angels of Death,TV-14,24,"Animation, Adventure, Horror",6.4,7,2152
Knights of the Zodiac,TV-PG,24,"Animation, Action, Adventure",8.4,7,10092
Centaur,TV-MA,89,"Action, Adventure, Crime",5.3,10,1164
The Perfect Host,R,93,"Comedy, Crime, Thriller",6.7,10,27105
Father Christmas Is Back,PG-13,105,Comedy,4.5,12,5701
Out of My League,TV-MA,91,"Comedy, Drama, Romance",6.1,10,2856
Think Like a Dog,PG,91,"Comedy, Drama, Family",5.1,10,1838
W/Bob and David,TV-MA,30,Comedy,7.3,7,4363
Mieruko-chan,TV-14,24,"Animation, Comedy, Fantasy",7.2,7,1647
The Irregular at Magic High School,TV-14,22,"Animation, Action, Drama",7.1,7,3455
The Princess Switch 3,TV-PG,106,"Comedy, Drama, Family",5.5,10,5921
Benji,TV-PG,87,"Crime, Drama, Family",6.3,10,4861
Nobody Sleeps in the Woods Tonight 2,TV-MA,96,"Comedy, Horror, Thriller",3.9,10,3814
A Fortunate Man,TV-14,162,"Drama, Romance",7.2,10,6337
Ricky Gervais: SuperNature,TV-MA,64,Comedy,7.6,4,18412
Colin in Black & White,TV-14,30,"Biography, Drama, Sport",5.7,7,7374
Órbita 9,TV-14,95,"Drama, Romance, Sci-Fi",5.9,10,7830
Violetta,TV-G,45,"Drama, Family, Music",5.1,7,2489
Sounds Like Love,TV-MA,110,"Comedy, Music, Romance",5.4,10,2252
Jungle Beat: The Movie,G,88,"Animation, Adventure, Comedy",5.4,10,1058
The Trip,TV-14,172,Comedy,8.0,7,7652
The Devil Inside,R,83,Horror,4.2,10,36124
Gate,TV-14,24,"Animation, Action, Adventure",7.5,7,3509
Paddleton,TV-MA,89,"Comedy, Drama",7.1,10,13991
Bullsh*t the Game Show,TV-14,30,"Game-Show, Reality-TV",6.1,7,812
Headshot,Not Rated,118,"Action, Drama, Thriller",6.3,12,14960
Bolívar: Una lucha admirable,TV-MA,52,"Action, Biography, Drama",7.3,7,774
Holiday in the Wild,TV-PG,85,"Comedy, Drama, Romance",6.1,10,15348
Rurouni Kenshin: Trust and Betrayal,TV-MA,118,"Animation, Action, Adventure",8.6,7,14840
F*ck Love Too,TV-MA,92,"Comedy, Romance",3.8,12,1142
Somewhere Between,TV-14,41,"Drama, Mystery, Sci-Fi",6.2,7,6040
White Hot: The Rise & Fall of Abercrombie & Fitch,TV-14,88,Documentary,5.7,10,4453
Luis Miguel: The Series,TV-MA,60,"Biography, Drama, History",8.0,7,4729
The Tatami Galaxy,TV-14,253,"Animation, Comedy, Drama",8.4,7,4167
Sort Of,TV-MA,30,"Comedy, Drama",6.8,7,1278
Saving Zoë,R,95,"Crime, Drama, Mystery",5.3,10,2090
Hache,TV-MA,50,"Crime, Drama, Thriller",6.5,7,1675
The Hurricane Heist,PG-13,103,"Action, Adventure, Crime",5.1,10,20847
Two,TV-MA,70,"Drama, Mystery, Thriller",4.3,10,4482
LBJ,R,98,"Biography, Drama, History",6.5,10,6872
Yummy,Not Rated,88,"Comedy, Horror",5.9,10,5264
Vivy: Fluorite Eye's Song,TV-MA,25,"Animation, Action, Adventure",8.1,7,3128
The Scorpion King 3: Battle for Redemption,PG-13,105,"Action, Fantasy",3.7,10,8657
The Deep,TV-Y7,22,"Animation, Action, Adventure",7.8,7,698
A Christmas Prince,TV-PG,92,"Comedy, Family, Romance",5.8,10,19687
Forgiven,TV-14,79,"Drama, Family, Thriller",3.8,10,224
How I Fell in Love with a Gangster,TV-MA,185,"Crime, Drama",6.0,10,2350
The Yin-Yang Master: Dream of Eternity,PG-13,132,"Action, Drama, Fantasy",6.4,10,4847
The Lost Pirate Kingdom,TV-MA,43,"Documentary, Adventure, Drama",6.6,7,2880
The Hard Way,Not Rated,92,"Action, Thriller",4.8,10,3328
Unbreakable Kimmy Schmidt: Kimmy vs the Reverend,TV-14,80,"Adventure, Comedy, Mystery",6.9,10,5514
Pandora,Not Rated,136,"Action, Drama, Thriller",6.6,12,7572
Camp Lazlo!,TV-Y7,30,"Animation, Short, Adventure",6.4,7,9971
Halftime,TV-MA,95,"Documentary, Biography, Music",6.5,12,4643
Word of Honor,TV-14,45,"Action, Drama, Fantasy",8.6,7,3047
Power Rangers Megaforce,TV-Y7,24,"Action, Adventure, Family",5.6,7,1681
Catfight,Not Rated,95,"Action, Comedy, Drama",5.9,10,6477
When Angels Sleep,TV-MA,91,"Adventure, Drama, Horror",5.5,10,3731
Copenhagen,Not Rated,98,"Adventure, Drama, Romance",7.0,10,13318
Tomorrow Is Forever,Not Rated,104,"Drama, Romance, War",7.3,10,2637
Beauty,R,95,"Drama, Romance",4.0,10,587
42 Days of Darkness,TV-MA,45,"Crime, Drama, Mystery",6.5,7,1200
Ju-on: Origins,TV-MA,30,"Drama, Horror, Mystery",6.1,7,4632
Playing with Fire,TV-MA,43,Drama,5.9,7,1018
Pets United,TV-Y7,89,"Animation, Adventure, Comedy",3.7,10,2803
The Skin of the Wolf,TV-14,110,Drama,5.8,10,3155
"The Mind, Explained",TV-14,20,Documentary,8.0,7,5404
Tales of the City,Unrated,360,"Drama, Mystery, Romance",8.3,7,4085
Ravenous,TV-MA,104,"Action, Adventure, Drama",5.8,10,9349
Cells at Work!,TV-14,24,"Animation, Action, Comedy",7.5,7,2345
True Memoirs of an International Assassin,TV-14,98,"Action, Comedy, Crime",5.9,10,23068
After Porn Ends 3,TV-MA,86,Documentary,5.4,10,1656
Justice Served,Unrated,40,"Crime, Drama, Thriller",4.7,7,460
Happy New Year,Not Rated,180,"Action, Comedy, Crime",4.9,10,37421
Meenakshi Sundareshwar,TV-14,140,"Comedy, Romance",7.0,10,17592
Irreplaceable You,TV-MA,96,"Comedy, Drama, Romance",6.4,10,9740
I Still See You,PG-13,98,"Fantasy, Horror, Sci-Fi",5.8,10,10264
#BlackAF,TV-MA,36,Comedy,6.7,7,4887
"Crack: Cocaine, Corruption & Conspiracy",TV-MA,89,"Documentary, Crime, History",6.7,10,3423
Prank Encounters,TV-MA,24,"Comedy, Horror, Reality-TV",5.2,7,2813
Houdini,TV-14,174,"Biography, Drama",7.3,7,11768
Turn Up Charlie,TV-MA,30,"Comedy, Music",7.0,7,7511
Two Distant Strangers,Not Rated,32,"Short, Drama, Sci-Fi",6.9,12,15331
Yasamayanlar,TV-MA,60,"Drama, Fantasy",4.8,7,3325
Truth or Die,Not Rated,96,"Horror, Mystery",5.6,10,9562
Coco Before Chanel,PG-13,105,"Biography, Drama",6.6,10,40694
The Gruffalo,Not Rated,27,"Animation, Family, Fantasy",7.5,12,6977
The Princess Switch,TV-PG,101,"Comedy, Drama, Family",6.0,10,28116
The Curious Creations of Christine McConnell,TV-PG,26,"Comedy, Horror, Talk-Show",7.7,7,2432
The Time It Takes,TV-MA,10,"Short, Drama, Romance",7.1,7,1394
Bard of Blood,TV-MA,45,"Action, Adventure, Drama",6.8,7,13114
Gladbeck: The Hostage Crisis,TV-MA,91,"Documentary, Crime",7.5,6,2171
Rocco,TV-MA,105,Documentary,5.7,12,4101
The Princess Switch: Switched Again,TV-G,96,"Comedy, Drama, Family",5.4,10,11579
Out in the Dark,Not Rated,96,"Crime, Drama, Romance",7.5,10,8553
The Laws of the Border,TV-MA,127,"Action, Adventure, Crime",6.9,10,4161
Xtreme,TV-MA,111,"Action, Crime, Drama",5.8,10,4436
Hell and Back,R,86,"Animation, Adventure, Comedy",5.3,12,5061
D.B. Cooper: Where Are You?!,TV-14,169,"Documentary, Crime",5.4,7,2440
The Boulet Brothers' Dragula,TV-MA,48,"Game-Show, Horror, Reality-TV",7.9,7,1217
Ferry,TV-MA,106,"Action, Crime, Drama",7.0,10,11080
Ajeeb Daastaans,TV-MA,142,"Drama, Romance",6.7,16,5839
Haganai: I Don't Have Many Friends,TV-MA,25,"Animation, Comedy, Drama",7.0,7,2382
